licensee_name,licence_number,premises_address,grade,demerit_points,suspension_start_date,suspension_end_date
KHOO YAN HIANG,TB101124002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-124,B,na,na,na
HONG YOUNG SWEE,TB101123002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-123,B,na,na,na
LOH LEE HOON,TB101121001,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-121,B,na,na,na
LIM NGAK CHOONG,TB101120001,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-120,B,na,na,na
GAN SIANG HOCK,TB101119003,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-119,B,na,na,na
LIM YAN LENG(LIN YANLING),TB101118002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-118,A,na,na,na
CHONG HAI NOI,TB101117004,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-117,na,na,na,na
KWOK KEI,TB101116002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-116,B,na,na,na
CHOW KIM CHU,TB101115002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-115,B,na,na,na
LEE SU HING,TB101114002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-114,A,na,na,na
NG LEE KHOON,TB101113002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-113,B,na,na,na
WONG SAU CHUN,TB101112002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-112,A,na,na,na
TAN BEE KEM,TB101111002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-111,B,na,na,na
"CHAN HUAYA, EDMOND",TB101110002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-110,A,6,na,na
HO KOON TENG,TB101109002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-109,B,na,na,na
TAI AH SIANG,TB101108002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-108,B,na,na,na
SEAH TUA MUI,TB101107002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-107,B,na,na,na
CHNG HOE SENG,TB101106002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-106,B,na,na,na
PREMA D/O GANAPATHI PILLAI,TB101104002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-104,B,na,na,na
YEO JOO HUAT (YANG YUFA),TB101103002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-103,B,na,na,na
LOW KWEE WENG,TB101102002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-102,A,na,na,na
ALVIN LOKE YIN LUM @LOKE WING KHEONG,TB101101001,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-101,A,na,na,na
SYED SULTAN S/O SAUHAMID OSMAN,TB101100002,TELOK BLANGAH CRESCENT BLK 11 Stall No 01-100,A,na,na,na
CHUA LEE WONG,TA10145002,TAMPINES ST 11 BLK 137 Stall No 01-45,B,na,na,na
LIM HAN NGOI,TA10144004,TAMPINES ST 11 BLK 137 Stall No 01-44,A,na,na,na
HE XIULIAN,TA10143002,TAMPINES ST 11 BLK 137 Stall No 01-43,B,na,na,na
HE XIULIAN,TA10143001,TAMPINES ST 11 BLK 137 Stall No 01-43,B,na,na,na
LIM YONG KUANG,TA10142002,TAMPINES ST 11 BLK 137 Stall No 01-42,A,na,na,na
TANG KOK LEONG,TA10141004,TAMPINES ST 11 BLK 137 Stall No 01-41,A,na,na,na
TAN KIM PHOON,TA10140002,TAMPINES ST 11 BLK 137 Stall No 01-40,B,na,na,na
GIAM CHIA POH,TA10139002,TAMPINES ST 11 BLK 137 Stall No 01-39,A,na,na,na
TAN SER JOO,TA10138002,TAMPINES ST 11 BLK 137 Stall No 01-38,A,na,na,na
SOM BINTE AHMAD,TA10137003,TAMPINES ST 11 BLK 137 Stall No 01-37,B,na,na,na
JAAFAR BIN YOUSOFF,TA10136001,TAMPINES ST 11 BLK 137 Stall No 01-36,B,na,na,na
LIM SHENG SONG,TA10135002,TAMPINES ST 11 BLK 137 Stall No 01-35,B,na,na,na
YEO CHIN JANG @ CHIN JANG,TA10134002,TAMPINES ST 11 BLK 137 Stall No 01-34,B,na,na,na
R MALAWATHI,TA10133002,TAMPINES ST 11 BLK 137 Stall No 01-33,B,na,na,na
SOH SUAY HOON,TA10132002,TAMPINES ST 11 BLK 137 Stall No 01-32,B,na,na,na
YANG BINTE HASSAN,TA10131002,TAMPINES ST 11 BLK 137 Stall No 01-31,B,na,na,na
LEE POH KEONG (LI BAOQIANG),TA10130002,TAMPINES ST 11 BLK 137 Stall No 01-30,A,na,na,na
ROYCE OW YANG TZUN HIONG (OUYANG JUNXIONG),TA10129002,TAMPINES ST 11 BLK 137 Stall No 01-29,B,na,na,na
HO AH NGUK,TA10128002,TAMPINES ST 11 BLK 137 Stall No 01-28,B,na,na,na
CAI FENGJIN,TA10127003,TAMPINES ST 11 BLK 137 Stall No 01-27,B,na,na,na
LEE GEOK TING,TA10126001,TAMPINES ST 11 BLK 137 Stall No 01-26,A,na,na,na
ONG KAH SAM,TA10125002,TAMPINES ST 11 BLK 137 Stall No 01-25,B,na,na,na
CHAW LAI SIM,TA10124002,TAMPINES ST 11 BLK 137 Stall No 01-24,A,na,na,na
HONG CHOON WAH,TA10123001,TAMPINES ST 11 BLK 137 Stall No 01-23,A,na,na,na
HO JIT MENG,TA10122002,TAMPINES ST 11 BLK 137 Stall No 01-22,B,na,na,na
TJOA CHENG YONG,TA10121002,TAMPINES ST 11 BLK 137 Stall No 01-21,B,na,na,na
KOH AH CHAI,TA10120002,TAMPINES ST 11 BLK 137 Stall No 01-20,B,na,na,na
ONG WOO,TA10119002,TAMPINES ST 11 BLK 137 Stall No 01-19,A,na,na,na
SIM AH MOI,TA10118002,TAMPINES ST 11 BLK 137 Stall No 01-18,B,na,na,na
ANG LAY CHAN,TA10117002,TAMPINES ST 11 BLK 137 Stall No 01-17,A,na,na,na
SOH YAT LIN,TA10116002,TAMPINES ST 11 BLK 137 Stall No 01-16,B,na,na,na
TNG KIM GEOK,TA10115002,TAMPINES ST 11 BLK 137 Stall No 01-15,B,na,na,na
TAN EG MOAU,TA10114001,TAMPINES ST 11 BLK 137 Stall No 01-14,B,na,na,na
LOW LIAN HOCK,TA10113002,TAMPINES ST 11 BLK 137 Stall No 01-13,A,na,na,na
WEE HENG HONG,TA10112002,TAMPINES ST 11 BLK 137 Stall No 01-12,B,na,na,na
LIM HENG LEE,TA10111002,TAMPINES ST 11 BLK 137 Stall No 01-11,A,na,na,na
LOW SWEE BOON,TA10110002,TAMPINES ST 11 BLK 137 Stall No 01-10,B,na,na,na
TAN BEE HONG,TA10109002,TAMPINES ST 11 BLK 137 Stall No 01-09,B,na,na,na
TAN AH TEE,TA10108002,TAMPINES ST 11 BLK 137 Stall No 01-08,B,na,na,na
ANG CHIEW KEE,TA10107002,TAMPINES ST 11 BLK 137 Stall No 01-07,B,na,na,na
LIM YANG KIN,TA10105002,TAMPINES ST 11 BLK 137 Stall No 01-05,A,na,na,na
CHEW SIEW PEE,TA10104002,TAMPINES ST 11 BLK 137 Stall No 01-04,B,na,na,na
TAN SEK CHNG,TA10103002,TAMPINES ST 11 BLK 137 Stall No 01-03,B,na,na,na
LIM SIEW PING,TA10102002,TAMPINES ST 11 BLK 137 Stall No 01-02,A,na,na,na
ONG TECK GUAN,TA10101002,TAMPINES ST 11 BLK 137 Stall No 01-01,A,na,na,na
YEO YOKE GEN,SU10231001,SHUNFU ROAD BLK 320 Stall No 02-31,A,na,na,na
LEE LEOW CHOON,SU10230002,SHUNFU ROAD BLK 320 Stall No 02-30,B,na,na,na
SAPIAH BINTE TALIB,SU10229002,SHUNFU ROAD BLK 320 Stall No 02-29,B,na,na,na
MARTIN YIP JIA HONG,SU10228003,SHUNFU ROAD BLK 320 Stall No 02-28,A,na,na,na
SIM SUAY TIN,SU10227001,SHUNFU ROAD BLK 320 Stall No 02-27,B,na,na,na
TOH YIM LENG (DU YANLING),SU10226003,SHUNFU ROAD BLK 320 Stall No 02-26,na,na,na,na
LIOU KEK CHING @LAMA KEK JING,SU10226002,SHUNFU ROAD BLK 320 Stall No 02-26,B,na,na,na
ANG GIM HUAT,SU10225002,SHUNFU ROAD BLK 320 Stall No 02-25,B,na,na,na
ONG TING KANG,SU10224001,SHUNFU ROAD BLK 320 Stall No 02-24,A,na,na,na
CHIM HENG LIM,SU10223002,SHUNFU ROAD BLK 320 Stall No 02-23,B,na,na,na
NEO CHENG LEONG,SU10222002,SHUNFU ROAD BLK 320 Stall No 02-22,A,na,na,na
LEE AH MOOI,SU10221002,SHUNFU ROAD BLK 320 Stall No 02-21,B,na,na,na
LEE AH MOOI,SU10220003,SHUNFU ROAD BLK 320 Stall No 02-20,B,na,na,na
ONG CHENG HEE,SU10219001,SHUNFU ROAD BLK 320 Stall No 02-19,B,na,na,na
CHOO KAH PENG @CHOO LEE CHYE,SU10218001,SHUNFU ROAD BLK 320 Stall No 02-18,B,na,na,na
TOH CHAI PENG (ZHUO CAIPING),SU10217003,SHUNFU ROAD BLK 320 Stall No 02-17,B,na,na,na
TEO CHERN NEE (ZHANG ZHENNI),SU10216002,SHUNFU ROAD BLK 320 Stall No 02-16,B,na,na,na
ABDUL HAMID BIN DOLLAH,SU10215003,SHUNFU ROAD BLK 320 Stall No 02-15,B,na,na,na
TAN YEW KIAT,SU10214002,SHUNFU ROAD BLK 320 Stall No 02-14,B,na,na,na
CHAN MUN YEW (CHEN WENYAO),SU10213001,SHUNFU ROAD BLK 320 Stall No 02-13,A,na,na,na
"CHAN PEI CHIN MARY (CHEN PEIJING, MARY)",SU10212002,SHUNFU ROAD BLK 320 Stall No 02-12,B,na,na,na
PHUA TECK LIM,SU10211003,SHUNFU ROAD BLK 320 Stall No 02-11,B,na,na,na
TAN LAY HIOK,SU10210002,SHUNFU ROAD BLK 320 Stall No 02-10,B,na,na,na
CHERNG SOI SOI,SU10209002,SHUNFU ROAD BLK 320 Stall No 02-09,B,na,na,na
TAN SIEW GEK,SU10208001,SHUNFU ROAD BLK 320 Stall No 02-08,B,na,na,na
LEE LEONG HUAN,SU10207003,SHUNFU ROAD BLK 320 Stall No 02-07,B,na,na,na
GOPAL MOHANDOSS,SU10206003,SHUNFU ROAD BLK 320 Stall No 02-06,na,na,na,na
TENK SIEW HONG,SU10205002,SHUNFU ROAD BLK 320 Stall No 02-05,B,na,na,na
LAM WAH HOON,SU10204002,SHUNFU ROAD BLK 320 Stall No 02-04,B,na,na,na
TOK TIAN CHYE,SU10203002,SHUNFU ROAD BLK 320 Stall No 02-03,B,na,na,na
ONG POH CHYE,SU10202002,SHUNFU ROAD BLK 320 Stall No 02-02,B,na,na,na
NG GIAN HUAY,SU10201002,SHUNFU ROAD BLK 320 Stall No 02-01,B,na,na,na
CHEW CHEE HUAT (ZHOU ZHIFA),SM102226002,SMITH STREET BLK 335 Stall No 02-226,A,na,na,na
TAN CHOON CHYE,SM102225002,SMITH STREET BLK 335 Stall No 02-225,B,na,na,na
LIE KAM FATT,SM102224002,SMITH STREET BLK 335 Stall No 02-224,B,na,na,na
OON LOI FATT @ WOON LAI WHATT,SM102222002,SMITH STREET BLK 335 Stall No 02-222,B,na,na,na
RONALD WOON KIM TECK (RONALD WEN JINDE),SM102221001,SMITH STREET BLK 335 Stall No 02-221,B,na,na,na
NG SIEW LIM,SM102220003,SMITH STREET BLK 335 Stall No 02-220,B,na,na,na
LAM AH YONG,SM102219002,SMITH STREET BLK 335 Stall No 02-219,B,na,na,na
LEUNG CHOI KWAI,SM102217003,SMITH STREET BLK 335 Stall No 02-217,B,na,na,na
POON LAI CHEE,SM102216001,SMITH STREET BLK 335 Stall No 02-216,B,na,na,na
KOH SIAM LUAN,SM102215002,SMITH STREET BLK 335 Stall No 02-215,B,na,na,na
SEAK SENG CHYE,SM102214002,SMITH STREET BLK 335 Stall No 02-214,B,na,na,na
PANG YAN MUI,SM102213004,SMITH STREET BLK 335 Stall No 02-213,B,na,na,na
UNG SON KAI,SM102212002,SMITH STREET BLK 335 Stall No 02-212,B,na,na,na
O IOC LAN,SM102211002,SMITH STREET BLK 335 Stall No 02-211,B,na,na,na
CHIA LIM HUAT,SM102209002,SMITH STREET BLK 335 Stall No 02-209,B,na,na,na
ZAINUDIN BIN JA'AFAR,SM102207005,SMITH STREET BLK 335 Stall No 02-207,na,na,na,na
TOH HOI YIP,SM102206002,SMITH STREET BLK 335 Stall No 02-206,A,na,na,na
TAN KOON NAM,SM102205002,SMITH STREET BLK 335 Stall No 02-205,na,na,na,na
LEONG NGAN YIN,SM102204002,SMITH STREET BLK 335 Stall No 02-204,B,na,na,na
LEONG CHEE SENG,SM102203002,SMITH STREET BLK 335 Stall No 02-203,B,na,na,na
CHEE CHNG KENG,SM102202002,SMITH STREET BLK 335 Stall No 02-202,B,na,na,na
TAN HUAT SENG,SM102201002,SMITH STREET BLK 335 Stall No 02-201,B,na,na,na
CHAN LAI MENG,SM102200002,SMITH STREET BLK 335 Stall No 02-200,B,na,na,na
LAM YOKE SENG,SM102199002,SMITH STREET BLK 335 Stall No 02-199,B,na,na,na
LAM YOKE SENG,SM102198002,SMITH STREET BLK 335 Stall No 02-198,B,na,na,na
TEO CHIA KHAY,SM102197002,SMITH STREET BLK 335 Stall No 02-197,B,na,na,na
TAN KWEE ENG,SM102196002,SMITH STREET BLK 335 Stall No 02-196,B,na,na,na
ONG HOW TIONG,SM102195005,SMITH STREET BLK 335 Stall No 02-195,B,na,na,na
CHIN HOONG SENG,SM102194002,SMITH STREET BLK 335 Stall No 02-194,B,na,na,na
CHIN HOONG CHEONG,SM102193002,SMITH STREET BLK 335 Stall No 02-193,B,na,na,na
CHOW SOU LING,SM102192002,SMITH STREET BLK 335 Stall No 02-192,B,na,na,na
LIEW FOOK HONG,SM102191002,SMITH STREET BLK 335 Stall No 02-191,B,na,na,na
TANG WAI MENG,SM102190003,SMITH STREET BLK 335 Stall No 02-190,B,na,na,na
ANG HAN HOE,SM102189004,SMITH STREET BLK 335 Stall No 02-189,B,na,na,na
LEE HAR LAN,SM102188003,SMITH STREET BLK 335 Stall No 02-188,B,na,na,na
KWOK SEH IN,SM102187002,SMITH STREET BLK 335 Stall No 02-187,B,na,na,na
WONG KWAI FONG,SM102186002,SMITH STREET BLK 335 Stall No 02-186,B,na,na,na
WONG KWAI CHEE,SM102185002,SMITH STREET BLK 335 Stall No 02-185,B,na,na,na
LIM SIEW LEONG,SM102184002,SMITH STREET BLK 335 Stall No 02-184,B,na,na,na
CHOW MUN ONN,SM102183002,SMITH STREET BLK 335 Stall No 02-183,B,na,na,na
WOO YIM FONG,SM102182002,SMITH STREET BLK 335 Stall No 02-182,B,na,na,na
CHIANG THIN KHOW,SM102181003,SMITH STREET BLK 335 Stall No 02-181,B,na,na,na
ANG YANG HUA,SM102180002,SMITH STREET BLK 335 Stall No 02-180,B,na,na,na
SOH SWEE CHENG,SM102179002,SMITH STREET BLK 335 Stall No 02-179,B,na,na,na
NG SIO LAY,SM102178002,SMITH STREET BLK 335 Stall No 02-178,B,na,na,na
LEONG SOH LOI,SM102177002,SMITH STREET BLK 335 Stall No 02-177,B,na,na,na
ALLAN OH SZE BIN,SM102176002,SMITH STREET BLK 335 Stall No 02-176,B,na,na,na
CONNIE LOW YEN FUN,SM102175002,SMITH STREET BLK 335 Stall No 02-175,B,na,na,na
NGAI CHEE HENG,SM102174002,SMITH STREET BLK 335 Stall No 02-174,A,na,na,na
TANG LIN HOE,SM102173002,SMITH STREET BLK 335 Stall No 02-173,B,na,na,na
CONNIE LOW YEN FUN,SM102172002,SMITH STREET BLK 335 Stall No 02-172,B,na,na,na
TNG TIAM HENG,SM102171001,SMITH STREET BLK 335 Stall No 02-171,B,na,na,na
TNG TIAM HENG,SM102170001,SMITH STREET BLK 335 Stall No 02-170,B,na,na,na
HO KIM FOONG,SM102169002,SMITH STREET BLK 335 Stall No 02-169,B,na,na,na
YEE AH MOI,SM102168002,SMITH STREET BLK 335 Stall No 02-168,B,na,na,na
WONG KUM YIN,SM102167002,SMITH STREET BLK 335 Stall No 02-167,A,na,na,na
YUEN MENG LOI,SM102166002,SMITH STREET BLK 335 Stall No 02-166,B,na,na,na
LEONG WENG CHEW @ MOHAMMAD YUSOF,SM102165002,SMITH STREET BLK 335 Stall No 02-165,B,na,na,na
"YUEN MUN FONG, HELENA",SM102164003,SMITH STREET BLK 335 Stall No 02-164,B,na,na,na
"HO CHEE LUNG,JEFFREY (HE ZHILONG, JEFFREY)",SM102163002,SMITH STREET BLK 335 Stall No 02-163,B,na,na,na
WONG DONG CHEW,SM102162002,SMITH STREET BLK 335 Stall No 02-162,B,na,na,na
NGO MENG NGUEN,SM102161002,SMITH STREET BLK 335 Stall No 02-161,B,na,na,na
EISAH BTE ABDULLAH,SM102160002,SMITH STREET BLK 335 Stall No 02-160,B,na,na,na
ASHIA BINTE ROOSTI,SM102159002,SMITH STREET BLK 335 Stall No 02-159,B,na,na,na
SU CHEW NGOH,SM102158002,SMITH STREET BLK 335 Stall No 02-158,B,na,na,na
MELVIN CHEW CHEE WEE (MELVIN ZHOU ZHIWEI),SM102156002,SMITH STREET BLK 335 Stall No 02-156,B,na,na,na
SEAH YONG CHOI,SM102155002,SMITH STREET BLK 335 Stall No 02-155,B,na,na,na
TAN HANG TONG,SM102154002,SMITH STREET BLK 335 Stall No 02-154,na,na,na,na
WONG LAI SEONG,SM102152002,SMITH STREET BLK 335 Stall No 02-152,B,na,na,na
FONG PENG CHEONG,SM102151002,SMITH STREET BLK 335 Stall No 02-151,B,na,na,na
GUO RUIXIAN,SM102149003,SMITH STREET BLK 335 Stall No 02-149,B,na,na,na
YAP LIN FONG @ YICK LIN FONG,SM102147002,SMITH STREET BLK 335 Stall No 02-147,B,na,na,na
WONG KIN WING,SM102146002,SMITH STREET BLK 335 Stall No 02-146,B,na,na,na
LEONG WENG FATT,SM102145002,SMITH STREET BLK 335 Stall No 02-145,B,na,na,na
LOH WAI HONG,SM102144002,SMITH STREET BLK 335 Stall No 02-144,B,na,na,na
HO KENG,SM102143002,SMITH STREET BLK 335 Stall No 02-143,A,na,na,na
SOH YUEN YOKE @THO POH YOK,SM102142002,SMITH STREET BLK 335 Stall No 02-142,B,na,na,na
HUI BUEY TECK,SM102141002,SMITH STREET BLK 335 Stall No 02-141,B,na,na,na
GUO HAOZHANG,SM102140002,SMITH STREET BLK 335 Stall No 02-140,B,na,na,na
WONG PAK CHEONG,SM102139002,SMITH STREET BLK 335 Stall No 02-139,B,na,na,na
WONG POH YOKE,SM102138002,SMITH STREET BLK 335 Stall No 02-138,B,na,na,na
ONG KENG PEANG (WANG QINGBIN),SM102137002,SMITH STREET BLK 335 Stall No 02-137,B,na,na,na
LAI YIN HOE,SM102136002,SMITH STREET BLK 335 Stall No 02-136,B,na,na,na
LI FENGCAI,SM102135002,SMITH STREET BLK 335 Stall No 02-135,B,na,na,na
NGO MENG NGUEN,SM102134002,SMITH STREET BLK 335 Stall No 02-134,B,na,na,na
LINDA TAN LIN,SM102133002,SMITH STREET BLK 335 Stall No 02-133,B,na,na,na
TAN KOK LENG,SM102132003,SMITH STREET BLK 335 Stall No 02-132,B,na,na,na
CHAN YEOW SENG,SM102131002,SMITH STREET BLK 335 Stall No 02-131,B,na,na,na
YUEN AH LAN,SM102130002,SMITH STREET BLK 335 Stall No 02-130,B,na,na,na
YUEN AH LAN,SM102129003,SMITH STREET BLK 335 Stall No 02-129,B,na,na,na
WONG KWOK WAH,SM102128002,SMITH STREET BLK 335 Stall No 02-128,B,na,na,na
CHOK BOON HONG,SM102127002,SMITH STREET BLK 335 Stall No 02-127,B,na,na,na
CHAN HON MENG,SM102126003,SMITH STREET BLK 335 Stall No 02-126,B,na,na,na
LIM YEOW HOCK (LIN YAOFU),SM102125002,SMITH STREET BLK 335 Stall No 02-125,B,na,na,na
LIM SWEE YONG,SM102124003,SMITH STREET BLK 335 Stall No 02-124,B,na,na,na
TAN SOK LAM,SM102122002,SMITH STREET BLK 335 Stall No 02-122,B,na,na,na
CHONG LEE SUNG,SM102121002,SMITH STREET BLK 335 Stall No 02-121,B,na,na,na
CHAN MEI WAH,SM102120002,SMITH STREET BLK 335 Stall No 02-120,B,na,na,na
CHAN MAI CHUN,SM102119002,SMITH STREET BLK 335 Stall No 02-119,B,na,na,na
TAN AH LENG,SM102118002,SMITH STREET BLK 335 Stall No 02-118,B,na,na,na
ZHAO MEICHANG,SM102117001,SMITH STREET BLK 335 Stall No 02-117,B,na,na,na
HUA THI ANH HONG,SM102116002,SMITH STREET BLK 335 Stall No 02-116,B,na,na,na
TAN KEOW TEE,SM102115002,SMITH STREET BLK 335 Stall No 02-115,B,na,na,na
LIM YEOW CHYE,SM102114003,SMITH STREET BLK 335 Stall No 02-114,B,na,na,na
CHEW CHOK KUI,SM102113002,SMITH STREET BLK 335 Stall No 02-113,B,na,na,na
TAN CHEONG NIAN (CHEN CHANGNIAN),SM102112002,SMITH STREET BLK 335 Stall No 02-112,B,na,na,na
CHOW SAI PENG,SM102111002,SMITH STREET BLK 335 Stall No 02-111,B,na,na,na
CHANG YENG YEW,SM102110002,SMITH STREET BLK 335 Stall No 02-110,B,na,na,na
CHAN FOOK KUEN,SM102109002,SMITH STREET BLK 335 Stall No 02-109,B,na,na,na
LI QING,SM102108003,SMITH STREET BLK 335 Stall No 02-108,B,na,na,na
WANG CHIN SZE EMILY,SM102107005,SMITH STREET BLK 335 Stall No 02-107,B,na,na,na
CHEW CHOK KUI,SM102106002,SMITH STREET BLK 335 Stall No 02-106,B,na,na,na
NG WOEI SIANG,SM102105002,SMITH STREET BLK 335 Stall No 02-105,A,na,na,na
CHOW MUN CHEONG,SM102104002,SMITH STREET BLK 335 Stall No 02-104,B,na,na,na
LOW AH MOY,SM102103001,SMITH STREET BLK 335 Stall No 02-103,B,na,na,na
CHIA LEE TIANG,SM102102002,SMITH STREET BLK 335 Stall No 02-102,B,na,na,na
ANG IMM @PHUA IMM,SM102101002,SMITH STREET BLK 335 Stall No 02-101,B,na,na,na
TONG YIQIN,SM102100003,SMITH STREET BLK 335 Stall No 02-100,B,na,na,na
LE THI KIM SA,SM102099002,SMITH STREET BLK 335 Stall No 02-099,B,na,na,na
LAI LOW WAH,SM102098002,SMITH STREET BLK 335 Stall No 02-098,A,na,na,na
CHU SHU KEI,SM102097002,SMITH STREET BLK 335 Stall No 02-097,A,na,na,na
NTUC FOODFARE CO-OPERATIVE LTD,SM102096002,SMITH STREET BLK 335 Stall No 02-096,A,na,na,na
CHEW HONG TIN,SM102095001,SMITH STREET BLK 335 Stall No 02-095,B,na,na,na
LEONG YAN SOH (LIANG RUNSU),SM102094002,SMITH STREET BLK 335 Stall No 02-094,A,na,na,na
LI LINYING,SM102093003,SMITH STREET BLK 335 Stall No 02-093,B,na,na,na
LAM KAI SIN,SM102092002,SMITH STREET BLK 335 Stall No 02-092,A,na,na,na
WAI LING YEE,SM102091001,SMITH STREET BLK 335 Stall No 02-091,B,na,na,na
SAM CHEE KIN (CEN ZHIJIAN),SM102090003,SMITH STREET BLK 335 Stall No 02-090,B,na,na,na
LEE SIEW KHIM (LI XIUQIN),SM102088001,SMITH STREET BLK 335 Stall No 02-088,B,na,na,na
CHING YEW HOCK (ZHENG YOUFU),SM102087002,SMITH STREET BLK 335 Stall No 02-087,B,na,na,na
CHIA YOKE LIN,SM102086002,SMITH STREET BLK 335 Stall No 02-086,B,na,na,na
TSE YAN KWONG,SM102085002,SMITH STREET BLK 335 Stall No 02-085,B,na,na,na
CHEUNG SUN KWAI,SM102084001,SMITH STREET BLK 335 Stall No 02-084,B,na,na,na
HO CHEE HONG,SM102083001,SMITH STREET BLK 335 Stall No 02-083,B,na,na,na
LOH NGIAP SAN,SM102082002,SMITH STREET BLK 335 Stall No 02-082,B,na,na,na
LOW PO CHOW,SM102081002,SMITH STREET BLK 335 Stall No 02-081,B,na,na,na
GAN CHAI HUAT,SM102080006,SMITH STREET BLK 335 Stall No 02-080,B,na,na,na
SOH JEE KEE,SM102079002,SMITH STREET BLK 335 Stall No 02-079,B,na,na,na
POON SUM HAY,SM102078002,SMITH STREET BLK 335 Stall No 02-078,B,na,na,na
NENG CHOY KIEW @LEONG HO WING,SM102077002,SMITH STREET BLK 335 Stall No 02-077,A,na,na,na
ANG TIEN CHEE,SM102076002,SMITH STREET BLK 335 Stall No 02-076,B,na,na,na
LIM CHONG HIN,SM102075002,SMITH STREET BLK 335 Stall No 02-075,B,na,na,na
CHEE SIONG YIN,SM102074002,SMITH STREET BLK 335 Stall No 02-074,B,na,na,na
LEE CHEE KEONG ALLAN,SM102073002,SMITH STREET BLK 335 Stall No 02-073,B,na,na,na
LIM KUAN YOON,SM102072001,SMITH STREET BLK 335 Stall No 02-072,B,na,na,na
WAN CHUN,SM102071002,SMITH STREET BLK 335 Stall No 02-071,B,na,na,na
AZIZ BIN JAFFAR,SM102070002,SMITH STREET BLK 335 Stall No 02-070,B,na,na,na
CHAN YOKE KEW,SM102069002,SMITH STREET BLK 335 Stall No 02-069,A,na,na,na
KWOK CHAN KUEN,SM102068002,SMITH STREET BLK 335 Stall No 02-068,A,na,na,na
JAYBEE CHEUNG JIA BAO,SM102067003,SMITH STREET BLK 335 Stall No 02-067,B,na,na,na
IRIS GOH,SM102066002,SMITH STREET BLK 335 Stall No 02-066,B,na,na,na
TAN NOR CHAI,SM102065001,SMITH STREET BLK 335 Stall No 02-065,A,na,na,na
AW YEE YANG,SM102064002,SMITH STREET BLK 335 Stall No 02-064,B,na,na,na
LIEU CHIN CHAM,SM102063002,SMITH STREET BLK 335 Stall No 02-063,B,na,na,na
KUOK MENG-CHAO,SM102062002,SMITH STREET BLK 335 Stall No 02-062,A,na,na,na
WONG AH CHYE,SM102061002,SMITH STREET BLK 335 Stall No 02-061,B,na,na,na
ZAILANI BIN SAPARI,SM102060001,SMITH STREET BLK 335 Stall No 02-060,B,na,na,na
TAN NOR CHAI,SM102059001,SMITH STREET BLK 335 Stall No 02-059,A,na,na,na
GOH TOH HOOI(WU DUOWEI),SM102058001,SMITH STREET BLK 335 Stall No 02-058,A,na,na,na
WONG TAK MING,SM102057002,SMITH STREET BLK 335 Stall No 02-057,B,na,na,na
WONG CHOW OI,SM102056002,SMITH STREET BLK 335 Stall No 02-056,B,na,na,na
TAY AIK GUAN (ZHENG YIYUAN),SM102054003,SMITH STREET BLK 335 Stall No 02-054,B,na,na,na
DENG SHULING,SM102053001,SMITH STREET BLK 335 Stall No 02-053,B,na,na,na
ONG THIAM KWEE,SM102052002,SMITH STREET BLK 335 Stall No 02-052,B,na,na,na
LEE JYN,SM102051002,SMITH STREET BLK 335 Stall No 02-051,B,na,na,na
YEO MUI LENG,SM102050002,SMITH STREET BLK 335 Stall No 02-050,B,na,na,na
YEO MUI LENG,SM102049002,SMITH STREET BLK 335 Stall No 02-049,B,na,na,na
CHOW SAI YING,SM102048001,SMITH STREET BLK 335 Stall No 02-048,A,na,na,na
CHOW KUM PENG,SM102047002,SMITH STREET BLK 335 Stall No 02-047,B,na,na,na
LYE SOK WAH,SM102046002,SMITH STREET BLK 335 Stall No 02-046,B,na,na,na
KUM KAH KENG,SM102045002,SMITH STREET BLK 335 Stall No 02-045,B,na,na,na
KUM KAH KENG,SM102044002,SMITH STREET BLK 335 Stall No 02-044,B,na,na,na
TAN KAI HUI,SM102043002,SMITH STREET BLK 335 Stall No 02-043,B,na,na,na
YEO KEE JUAN,SM102042002,SMITH STREET BLK 335 Stall No 02-042,A,na,na,na
WONG PECK LENG,SM102041002,SMITH STREET BLK 335 Stall No 02-041,B,na,na,na
LEE FOOK MENG,SM102040002,SMITH STREET BLK 335 Stall No 02-040,B,na,na,na
LEE LEONG CHEE,SM102039002,SMITH STREET BLK 335 Stall No 02-039,B,na,na,na
